시행횟수,100번,1000번,10000번,100000번
40266번째수,,,,2.23
40267번째수,,,,5.82
40268번째수,,,,3.51
40269번째수,,,,5.35
40270번째수,,,,4.9
40271번째수,,,,4.36
40272번째수,,,,1.5
40273번째수,,,,3.75
40274번째수,,,,5.07
40275번째수,,,,3.1
40276번째수,,,,2.37
40277번째수,,,,2.91
40278번째수,,,,3.97
40279번째수,,,,3.38
40280번째수,,,,3.42
40281번째수,,,,5.97
40282번째수,,,,1.49
40283번째수,,,,1.85
40284번째수,,,,3.54
40285번째수,,,,5.26
40286번째수,,,,4.33
40287번째수,,,,2.28
40288번째수,,,,1.16
40289번째수,,,,3.19
40290번째수,,,,4.53
40291번째수,,,,5.82
40292번째수,,,,2.35
40293번째수,,,,5.3
40294번째수,,,,1.3
40295번째수,,,,5.17
40296번째수,,,,2.99
40297번째수,,,,5.87
40298번째수,,,,4.3
40299번째수,,,,3.48
40300번째수,,,,3.05
40301번째수,,,,3.87
40302번째수,,,,4.06
40303번째수,,,,3.04
40304번째수,,,,2.95
40305번째수,,,,2.78
40306번째수,,,,2.39
40307번째수,,,,1.83
40308번째수,,,,3.22
40309번째수,,,,5.63
40310번째수,,,,1.37
40311번째수,,,,2.95
40312번째수,,,,3.54
40313번째수,,,,3.96
40314번째수,,,,5.37
40315번째수,,,,2.44
40316번째수,,,,4.42
40317번째수,,,,2.39
40318번째수,,,,4.09
40319번째수,,,,2.71
40320번째수,,,,2.89
40321번째수,,,,5.56
40322번째수,,,,3.64
40323번째수,,,,2.12
40324번째수,,,,5.42
40325번째수,,,,1.05
40326번째수,,,,3.2
40327번째수,,,,5.09
40328번째수,,,,2.83
40329번째수,,,,4.54
40330번째수,,,,1.52
40331번째수,,,,2.93
40332번째수,,,,5.48
40333번째수,,,,3.96
40334번째수,,,,4.1
40335번째수,,,,1.21
40336번째수,,,,3.64
40337번째수,,,,3.33
40338번째수,,,,5.39
40339번째수,,,,5.04
40340번째수,,,,2.66
40341번째수,,,,3.5
40342번째수,,,,1.98
40343번째수,,,,4.89
40344번째수,,,,5.2
40345번째수,,,,2.83
40346번째수,,,,4.02
40347번째수,,,,1.44
40348번째수,,,,2.87
40349번째수,,,,2.73
40350번째수,,,,2.05
40351번째수,,,,1.07
40352번째수,,,,5.8
40353번째수,,,,4.65
40354번째수,,,,1.36
40355번째수,,,,5.62
40356번째수,,,,2.74
40357번째수,,,,2.29
40358번째수,,,,3.19
40359번째수,,,,4.8
40360번째수,,,,2.02
40361번째수,,,,1.9
40362번째수,,,,1.73
40363번째수,,,,4.63
40364번째수,,,,2.12
40365번째수,,,,3.68
40366번째수,,,,5.4
40367번째수,,,,5.59
40368번째수,,,,1.96
40369번째수,,,,1.22
40370번째수,,,,2.04
40371번째수,,,,4.99
40372번째수,,,,3.85
40373번째수,,,,2.1
40374번째수,,,,2.15
40375번째수,,,,2.65
40376번째수,,,,4.92
40377번째수,,,,5.88
40378번째수,,,,3.01
40379번째수,,,,4.28
40380번째수,,,,2.03
40381번째수,,,,5.57
40382번째수,,,,5.0
40383번째수,,,,4.22
40384번째수,,,,3.83
40385번째수,,,,5.19
40386번째수,,,,1.83
40387번째수,,,,2.11
40388번째수,,,,3.97
40389번째수,,,,2.12
40390번째수,,,,1.65
40391번째수,,,,4.08
40392번째수,,,,4.32
40393번째수,,,,4.96
40394번째수,,,,3.13
40395번째수,,,,1.27
40396번째수,,,,5.49
40397번째수,,,,2.34
40398번째수,,,,5.0
40399번째수,,,,4.27
40400번째수,,,,2.55
40401번째수,,,,1.11
40402번째수,,,,5.39
40403번째수,,,,2.61
40404번째수,,,,3.94
40405번째수,,,,2.57
40406번째수,,,,1.9
40407번째수,,,,4.66
40408번째수,,,,4.02
40409번째수,,,,4.39
40410번째수,,,,1.92
40411번째수,,,,2.91
40412번째수,,,,3.71
40413번째수,,,,1.02
40414번째수,,,,1.63
40415번째수,,,,4.57
40416번째수,,,,3.97
40417번째수,,,,1.36
40418번째수,,,,5.97
40419번째수,,,,5.39
40420번째수,,,,3.18
40421번째수,,,,4.5
40422번째수,,,,3.16
40423번째수,,,,2.8
40424번째수,,,,2.35
40425번째수,,,,2.07
40426번째수,,,,2.33
40427번째수,,,,1.08
40428번째수,,,,4.44
40429번째수,,,,1.74
40430번째수,,,,4.21
40431번째수,,,,5.11
40432번째수,,,,4.43
40433번째수,,,,5.56
40434번째수,,,,4.02
40435번째수,,,,2.33
40436번째수,,,,4.36
40437번째수,,,,3.91
40438번째수,,,,4.68
40439번째수,,,,1.89
40440번째수,,,,2.23
40441번째수,,,,1.67
40442번째수,,,,5.26
40443번째수,,,,3.46
40444번째수,,,,4.14
40445번째수,,,,5.18
40446번째수,,,,1.81
40447번째수,,,,5.98
40448번째수,,,,1.26
40449번째수,,,,2.0
40450번째수,,,,4.98
40451번째수,,,,2.57
40452번째수,,,,2.32
40453번째수,,,,4.38
40454번째수,,,,3.66
40455번째수,,,,5.64
40456번째수,,,,5.99
40457번째수,,,,2.42
40458번째수,,,,1.3
40459번째수,,,,5.95
40460번째수,,,,2.4
40461번째수,,,,1.72
40462번째수,,,,1.49
40463번째수,,,,5.97
40464번째수,,,,5.17
40465번째수,,,,4.35
40466번째수,,,,5.8
40467번째수,,,,1.86
40468번째수,,,,1.28
40469번째수,,,,5.66
40470번째수,,,,1.26
40471번째수,,,,5.31
40472번째수,,,,4.17
40473번째수,,,,3.15
40474번째수,,,,3.27
40475번째수,,,,5.36
40476번째수,,,,1.66
40477번째수,,,,5.34
40478번째수,,,,2.17
40479번째수,,,,4.23
40480번째수,,,,5.57
40481번째수,,,,4.29
40482번째수,,,,1.31
40483번째수,,,,1.14
40484번째수,,,,1.66
40485번째수,,,,5.2
40486번째수,,,,3.73
40487번째수,,,,3.58
40488번째수,,,,2.34
40489번째수,,,,2.92
40490번째수,,,,3.17
40491번째수,,,,2.34
40492번째수,,,,4.0
40493번째수,,,,3.2
40494번째수,,,,4.97
40495번째수,,,,2.43
40496번째수,,,,3.96
40497번째수,,,,2.81
40498번째수,,,,2.22
40499번째수,,,,1.82
40500번째수,,,,2.71
40501번째수,,,,1.82
40502번째수,,,,5.91
40503번째수,,,,5.5
40504번째수,,,,5.17
40505번째수,,,,3.91
40506번째수,,,,3.94
40507번째수,,,,4.47
40508번째수,,,,3.88
40509번째수,,,,3.29
40510번째수,,,,5.89
40511번째수,,,,1.49
40512번째수,,,,3.08
40513번째수,,,,5.33
40514번째수,,,,1.56
40515번째수,,,,3.1
40516번째수,,,,5.47
40517번째수,,,,3.8
40518번째수,,,,5.57
40519번째수,,,,4.93
40520번째수,,,,1.49
40521번째수,,,,3.46
40522번째수,,,,3.31
40523번째수,,,,4.18
40524번째수,,,,3.52
40525번째수,,,,3.15
40526번째수,,,,1.35
40527번째수,,,,4.52
40528번째수,,,,4.88
40529번째수,,,,1.37
40530번째수,,,,5.68
40531번째수,,,,2.43
40532번째수,,,,2.87
40533번째수,,,,5.31
40534번째수,,,,4.35
40535번째수,,,,1.63
40536번째수,,,,2.56
40537번째수,,,,5.0
40538번째수,,,,4.27
40539번째수,,,,2.51
40540번째수,,,,1.31
40541번째수,,,,4.62
40542번째수,,,,4.3
40543번째수,,,,2.62
40544번째수,,,,5.05
40545번째수,,,,5.43
40546번째수,,,,3.76
40547번째수,,,,3.59
40548번째수,,,,1.61
40549번째수,,,,4.01
40550번째수,,,,4.17
40551번째수,,,,2.35
40552번째수,,,,1.29
40553번째수,,,,5.58
40554번째수,,,,5.03
40555번째수,,,,5.5
40556번째수,,,,5.94
40557번째수,,,,4.15
40558번째수,,,,2.24
40559번째수,,,,4.73
40560번째수,,,,1.03
40561번째수,,,,1.83
40562번째수,,,,3.75
40563번째수,,,,3.85
40564번째수,,,,2.31
40565번째수,,,,1.81
40566번째수,,,,5.75
40567번째수,,,,5.31
40568번째수,,,,5.2
40569번째수,,,,4.53
40570번째수,,,,4.44
40571번째수,,,,1.83
40572번째수,,,,2.5
40573번째수,,,,1.1
40574번째수,,,,2.45
40575번째수,,,,5.15
40576번째수,,,,1.02
40577번째수,,,,2.64
40578번째수,,,,2.17
40579번째수,,,,3.51
40580번째수,,,,5.31
40581번째수,,,,4.55
40582번째수,,,,5.96
40583번째수,,,,1.82
40584번째수,,,,1.25
40585번째수,,,,4.5
40586번째수,,,,2.04
40587번째수,,,,1.65
40588번째수,,,,5.6
40589번째수,,,,1.29
40590번째수,,,,4.49
40591번째수,,,,5.71
40592번째수,,,,4.84
40593번째수,,,,3.1
40594번째수,,,,5.43
40595번째수,,,,5.21
40596번째수,,,,6.0
40597번째수,,,,3.96
40598번째수,,,,2.08
40599번째수,,,,1.17
40600번째수,,,,5.7
40601번째수,,,,1.77
40602번째수,,,,4.69
40603번째수,,,,4.65
40604번째수,,,,4.02
40605번째수,,,,1.64
40606번째수,,,,3.53
40607번째수,,,,3.26
40608번째수,,,,1.8
40609번째수,,,,5.17
40610번째수,,,,5.53
40611번째수,,,,3.15
40612번째수,,,,2.14
40613번째수,,,,4.29
40614번째수,,,,3.6
40615번째수,,,,5.44
40616번째수,,,,4.75
40617번째수,,,,1.53
40618번째수,,,,3.92
40619번째수,,,,5.02
40620번째수,,,,4.92
40621번째수,,,,2.08
40622번째수,,,,1.04
40623번째수,,,,3.25
40624번째수,,,,4.5
40625번째수,,,,1.35
40626번째수,,,,5.27
40627번째수,,,,2.99
40628번째수,,,,2.2
40629번째수,,,,1.94
40630번째수,,,,5.13
40631번째수,,,,3.4
40632번째수,,,,3.65
40633번째수,,,,1.83
40634번째수,,,,1.44
40635번째수,,,,1.56
40636번째수,,,,4.8
40637번째수,,,,2.88
40638번째수,,,,2.17
40639번째수,,,,1.25
40640번째수,,,,5.31
40641번째수,,,,4.78
40642번째수,,,,1.32
40643번째수,,,,2.87
40644번째수,,,,5.88
40645번째수,,,,6.0
40646번째수,,,,3.83
40647번째수,,,,2.03
40648번째수,,,,2.26
40649번째수,,,,1.05
40650번째수,,,,1.09
40651번째수,,,,1.28
40652번째수,,,,1.13
40653번째수,,,,5.79
40654번째수,,,,3.25
40655번째수,,,,5.84
40656번째수,,,,1.86
40657번째수,,,,2.34
40658번째수,,,,1.52
40659번째수,,,,4.54
40660번째수,,,,5.92
40661번째수,,,,1.72
40662번째수,,,,4.15
40663번째수,,,,3.08
40664번째수,,,,5.42
40665번째수,,,,1.51
40666번째수,,,,4.98
40667번째수,,,,4.35
40668번째수,,,,4.48
40669번째수,,,,5.15
40670번째수,,,,5.56
40671번째수,,,,3.72
40672번째수,,,,2.58
40673번째수,,,,4.8
40674번째수,,,,3.67
40675번째수,,,,3.37
40676번째수,,,,5.81
40677번째수,,,,5.05
40678번째수,,,,3.39
40679번째수,,,,4.75
40680번째수,,,,3.15
40681번째수,,,,2.75
40682번째수,,,,3.41
40683번째수,,,,5.91
40684번째수,,,,4.25
40685번째수,,,,3.26
40686번째수,,,,4.45
40687번째수,,,,5.64
40688번째수,,,,5.97
40689번째수,,,,4.44
40690번째수,,,,4.14
40691번째수,,,,2.21
40692번째수,,,,1.38
40693번째수,,,,2.15
40694번째수,,,,4.26
40695번째수,,,,3.98
40696번째수,,,,2.23
40697번째수,,,,5.39
40698번째수,,,,5.49
40699번째수,,,,3.36
40700번째수,,,,3.4
40701번째수,,,,3.5
40702번째수,,,,5.52
40703번째수,,,,4.86
40704번째수,,,,4.53
40705번째수,,,,5.2
40706번째수,,,,3.33
40707번째수,,,,3.67
40708번째수,,,,2.77
40709번째수,,,,4.62
40710번째수,,,,5.77
40711번째수,,,,4.43
40712번째수,,,,1.69
40713번째수,,,,5.01
40714번째수,,,,3.92
40715번째수,,,,1.71
40716번째수,,,,1.54
40717번째수,,,,2.5
40718번째수,,,,3.53
40719번째수,,,,3.03
40720번째수,,,,5.5
40721번째수,,,,1.05
40722번째수,,,,5.41
40723번째수,,,,5.75
40724번째수,,,,2.22
40725번째수,,,,1.99
40726번째수,,,,3.77
40727번째수,,,,5.99
40728번째수,,,,3.37
40729번째수,,,,5.5
40730번째수,,,,4.8
40731번째수,,,,4.49
40732번째수,,,,4.65
40733번째수,,,,1.1
40734번째수,,,,4.45
40735번째수,,,,2.47
40736번째수,,,,5.65
40737번째수,,,,2.08
40738번째수,,,,1.67
40739번째수,,,,5.86
40740번째수,,,,4.64
40741번째수,,,,3.73
40742번째수,,,,4.5
40743번째수,,,,2.32
40744번째수,,,,2.37
40745번째수,,,,5.17
40746번째수,,,,2.15
40747번째수,,,,1.83
40748번째수,,,,4.21
40749번째수,,,,1.94
40750번째수,,,,4.46
40751번째수,,,,2.86
40752번째수,,,,5.63
40753번째수,,,,3.11
40754번째수,,,,1.3
40755번째수,,,,1.78
40756번째수,,,,1.28
40757번째수,,,,3.01
40758번째수,,,,5.69
40759번째수,,,,4.24
40760번째수,,,,5.77
40761번째수,,,,4.83
40762번째수,,,,3.19
40763번째수,,,,4.93
40764번째수,,,,4.91
40765번째수,,,,3.75
40766번째수,,,,4.5
40767번째수,,,,4.02
40768번째수,,,,3.49
40769번째수,,,,1.32
40770번째수,,,,4.97
40771번째수,,,,3.53
40772번째수,,,,1.78
40773번째수,,,,4.69
40774번째수,,,,4.76
40775번째수,,,,4.72
40776번째수,,,,4.06
40777번째수,,,,3.13
40778번째수,,,,2.47
40779번째수,,,,4.54
40780번째수,,,,4.55
40781번째수,,,,4.63
40782번째수,,,,2.61
40783번째수,,,,2.89
40784번째수,,,,2.51
40785번째수,,,,2.65
40786번째수,,,,2.74
40787번째수,,,,2.11
40788번째수,,,,3.14
40789번째수,,,,4.75
40790번째수,,,,4.61
40791번째수,,,,2.16
40792번째수,,,,1.58
40793번째수,,,,5.94
40794번째수,,,,4.06
40795번째수,,,,2.86
40796번째수,,,,1.48
40797번째수,,,,2.57
40798번째수,,,,1.68
40799번째수,,,,3.21
40800번째수,,,,1.59
40801번째수,,,,4.34
40802번째수,,,,5.43
40803번째수,,,,5.63
40804번째수,,,,4.93
40805번째수,,,,3.16
40806번째수,,,,2.14
40807번째수,,,,2.54
40808번째수,,,,5.02
40809번째수,,,,2.64
40810번째수,,,,5.82
40811번째수,,,,2.48
40812번째수,,,,1.66
40813번째수,,,,1.09
40814번째수,,,,4.07
40815번째수,,,,3.56
40816번째수,,,,5.3
40817번째수,,,,4.58
40818번째수,,,,2.46
40819번째수,,,,4.54
40820번째수,,,,2.18
40821번째수,,,,4.25
40822번째수,,,,5.05
40823번째수,,,,4.99
40824번째수,,,,2.64
40825번째수,,,,5.03
40826번째수,,,,1.61
40827번째수,,,,4.96
40828번째수,,,,3.43
40829번째수,,,,3.94
40830번째수,,,,4.79
40831번째수,,,,1.38
40832번째수,,,,2.4
40833번째수,,,,2.8
40834번째수,,,,3.01
40835번째수,,,,5.58
40836번째수,,,,2.21
40837번째수,,,,3.01
40838번째수,,,,2.43
40839번째수,,,,5.35
40840번째수,,,,3.04
40841번째수,,,,2.69
40842번째수,,,,1.57
40843번째수,,,,2.82
40844번째수,,,,1.15
40845번째수,,,,2.12
40846번째수,,,,1.59
40847번째수,,,,3.21
40848번째수,,,,2.65
40849번째수,,,,3.51
40850번째수,,,,4.12
40851번째수,,,,2.85
40852번째수,,,,4.33
40853번째수,,,,2.7
40854번째수,,,,1.99
40855번째수,,,,2.65
40856번째수,,,,3.43
40857번째수,,,,2.6
40858번째수,,,,2.48
40859번째수,,,,3.25
40860번째수,,,,5.13
40861번째수,,,,5.52
40862번째수,,,,2.84
40863번째수,,,,4.99
40864번째수,,,,2.09
40865번째수,,,,3.24
40866번째수,,,,3.05
40867번째수,,,,3.71
40868번째수,,,,1.44
40869번째수,,,,2.79
40870번째수,,,,3.34
40871번째수,,,,3.47
40872번째수,,,,4.34
40873번째수,,,,1.58
40874번째수,,,,3.46
40875번째수,,,,2.82
40876번째수,,,,2.66
40877번째수,,,,3.32
40878번째수,,,,4.28
40879번째수,,,,1.63
40880번째수,,,,4.83
40881번째수,,,,3.46
40882번째수,,,,5.17
40883번째수,,,,1.29
40884번째수,,,,4.71
40885번째수,,,,2.04
40886번째수,,,,1.12
40887번째수,,,,5.56
40888번째수,,,,5.59
40889번째수,,,,1.33
40890번째수,,,,3.59
40891번째수,,,,3.47
40892번째수,,,,2.73
40893번째수,,,,3.42
40894번째수,,,,5.29
40895번째수,,,,1.91
40896번째수,,,,5.31
40897번째수,,,,5.85
40898번째수,,,,2.81
40899번째수,,,,2.68
40900번째수,,,,4.57
40901번째수,,,,5.65
40902번째수,,,,4.88
40903번째수,,,,1.56
40904번째수,,,,1.35
40905번째수,,,,3.42
40906번째수,,,,3.81
40907번째수,,,,2.5
40908번째수,,,,2.48
40909번째수,,,,3.52
40910번째수,,,,2.41
40911번째수,,,,3.06
40912번째수,,,,2.36
40913번째수,,,,2.15
40914번째수,,,,3.32
40915번째수,,,,1.69
40916번째수,,,,2.4
40917번째수,,,,3.05
40918번째수,,,,1.85
40919번째수,,,,5.89
40920번째수,,,,5.0
40921번째수,,,,3.89
40922번째수,,,,1.79
40923번째수,,,,4.61
40924번째수,,,,2.83
40925번째수,,,,2.17
40926번째수,,,,2.2
40927번째수,,,,1.62
40928번째수,,,,4.28
40929번째수,,,,1.01
40930번째수,,,,5.07
40931번째수,,,,5.56
40932번째수,,,,4.47
40933번째수,,,,3.53
40934번째수,,,,1.29
40935번째수,,,,3.17
40936번째수,,,,5.31
40937번째수,,,,5.61
40938번째수,,,,2.81
40939번째수,,,,4.67
40940번째수,,,,2.29
40941번째수,,,,4.78
40942번째수,,,,5.96
40943번째수,,,,2.88
40944번째수,,,,2.39
40945번째수,,,,1.45
40946번째수,,,,1.73
40947번째수,,,,4.01
40948번째수,,,,3.28
40949번째수,,,,4.2
40950번째수,,,,2.76
40951번째수,,,,2.14
40952번째수,,,,3.36
40953번째수,,,,5.67
40954번째수,,,,5.39
40955번째수,,,,3.59
40956번째수,,,,3.64
40957번째수,,,,2.48
40958번째수,,,,5.96
40959번째수,,,,1.34
40960번째수,,,,3.16
40961번째수,,,,5.28
40962번째수,,,,1.54
40963번째수,,,,3.76
40964번째수,,,,5.24
40965번째수,,,,4.61
40966번째수,,,,3.0
40967번째수,,,,5.16
40968번째수,,,,2.91
40969번째수,,,,4.98
40970번째수,,,,2.7
40971번째수,,,,4.55
40972번째수,,,,1.09
40973번째수,,,,4.76
40974번째수,,,,1.58
40975번째수,,,,1.18
40976번째수,,,,4.56
40977번째수,,,,2.57
40978번째수,,,,1.62
40979번째수,,,,4.24
40980번째수,,,,1.99
40981번째수,,,,4.58
40982번째수,,,,2.04
40983번째수,,,,4.06
40984번째수,,,,3.46
40985번째수,,,,3.13
40986번째수,,,,5.9
40987번째수,,,,4.84
40988번째수,,,,1.28
40989번째수,,,,4.02
40990번째수,,,,1.1
40991번째수,,,,4.25
40992번째수,,,,5.62
40993번째수,,,,1.34
40994번째수,,,,1.85
40995번째수,,,,5.61
40996번째수,,,,3.42
40997번째수,,,,3.18
40998번째수,,,,2.73
40999번째수,,,,1.37
41000번째수,,,,1.86
41001번째수,,,,2.0
41002번째수,,,,5.67
41003번째수,,,,1.07
41004번째수,,,,2.52
41005번째수,,,,4.62
41006번째수,,,,1.88
41007번째수,,,,1.38
41008번째수,,,,2.68
41009번째수,,,,2.94
41010번째수,,,,5.04
41011번째수,,,,1.1
41012번째수,,,,2.58
41013번째수,,,,4.03
41014번째수,,,,3.82
41015번째수,,,,3.86
41016번째수,,,,5.54
41017번째수,,,,3.71
41018번째수,,,,4.8
41019번째수,,,,2.4
41020번째수,,,,3.52
41021번째수,,,,1.04
41022번째수,,,,4.76
41023번째수,,,,4.96
41024번째수,,,,5.81
41025번째수,,,,4.93
41026번째수,,,,4.26
41027번째수,,,,5.01
41028번째수,,,,2.17
41029번째수,,,,2.99
41030번째수,,,,3.08
41031번째수,,,,4.17
41032번째수,,,,5.5
41033번째수,,,,1.71
41034번째수,,,,5.53
41035번째수,,,,5.56
41036번째수,,,,3.03
41037번째수,,,,2.33
41038번째수,,,,2.72
41039번째수,,,,4.57
41040번째수,,,,1.5
41041번째수,,,,3.2
41042번째수,,,,4.62
41043번째수,,,,2.34
41044번째수,,,,1.82
41045번째수,,,,3.94
41046번째수,,,,2.13
41047번째수,,,,5.6
41048번째수,,,,2.12
41049번째수,,,,2.79
41050번째수,,,,4.2
41051번째수,,,,2.52
41052번째수,,,,1.03
41053번째수,,,,3.29
41054번째수,,,,3.08
41055번째수,,,,1.73
41056번째수,,,,3.96
41057번째수,,,,3.6
41058번째수,,,,5.62
41059번째수,,,,4.04
41060번째수,,,,3.47
41061번째수,,,,4.77
41062번째수,,,,3.14
41063번째수,,,,3.28
41064번째수,,,,1.8
41065번째수,,,,2.29
41066번째수,,,,4.07
41067번째수,,,,1.16
41068번째수,,,,2.95
41069번째수,,,,4.98
41070번째수,,,,3.13
41071번째수,,,,2.88
41072번째수,,,,2.15
41073번째수,,,,4.06
41074번째수,,,,5.54
41075번째수,,,,2.84
41076번째수,,,,1.92
41077번째수,,,,5.39
41078번째수,,,,2.19
41079번째수,,,,2.62
41080번째수,,,,4.0
41081번째수,,,,3.51
41082번째수,,,,1.91
41083번째수,,,,5.61
41084번째수,,,,2.41
41085번째수,,,,1.6
41086번째수,,,,3.5
41087번째수,,,,3.75
41088번째수,,,,3.7
41089번째수,,,,5.48
41090번째수,,,,2.19
41091번째수,,,,2.67
41092번째수,,,,1.27
41093번째수,,,,5.4
41094번째수,,,,3.29
41095번째수,,,,2.65
41096번째수,,,,4.93
41097번째수,,,,5.83
41098번째수,,,,1.76
41099번째수,,,,1.86
41100번째수,,,,1.35
41101번째수,,,,1.19
41102번째수,,,,1.25
41103번째수,,,,2.93
41104번째수,,,,5.05
41105번째수,,,,4.61
41106번째수,,,,2.85
41107번째수,,,,2.34
41108번째수,,,,1.59
41109번째수,,,,2.56
41110번째수,,,,2.93
41111번째수,,,,4.52
41112번째수,,,,3.7
41113번째수,,,,4.76
41114번째수,,,,4.21
41115번째수,,,,1.5
41116번째수,,,,3.86
41117번째수,,,,4.43
41118번째수,,,,5.36
41119번째수,,,,4.86
41120번째수,,,,4.84
41121번째수,,,,1.59
41122번째수,,,,1.31
41123번째수,,,,4.24
41124번째수,,,,5.1
41125번째수,,,,1.49
41126번째수,,,,1.28
41127번째수,,,,2.51
41128번째수,,,,2.0
41129번째수,,,,1.25
41130번째수,,,,1.53
41131번째수,,,,5.22
41132번째수,,,,1.87
41133번째수,,,,4.32
41134번째수,,,,1.31
41135번째수,,,,3.3
41136번째수,,,,1.41
41137번째수,,,,3.04
41138번째수,,,,1.83
41139번째수,,,,3.8
41140번째수,,,,5.16
41141번째수,,,,2.61
41142번째수,,,,5.52
41143번째수,,,,4.63
41144번째수,,,,5.12
41145번째수,,,,4.36
41146번째수,,,,2.2
41147번째수,,,,4.57
41148번째수,,,,1.97
41149번째수,,,,2.59
41150번째수,,,,3.72
41151번째수,,,,1.54
41152번째수,,,,4.94
41153번째수,,,,5.36
41154번째수,,,,5.11
41155번째수,,,,4.93
41156번째수,,,,3.62
